"","gender","kage","k_read_irt","k_read1","k_read2","k_read3","k_read4","k_print","k_read_tht","k_math_irt","k_math1","k_math2","k_math3","k_math4","k_math_tht","k_gk_irt","k_gk_tht","f_mtr","g_mtr","P1LEARN","P1CONTRO","P1SOCIAL","P1SADLON","P1IMPULS","ars_lit","ars_mth","ars_gk","T1LEARN","T1CONTRO","T1INTERP","T1EXTERN","T1INTERN","height","weight","bmi","hisp","na_amer","asian","black","pac_isl","white","m_race","ses_c","ses_cat","poor","income","g8_read","g8_read_tht","g8_math","g8_math_tht","g8_sci","g8_sci_tht"
"2266",-1,63.2,42.15,0.989,0.76,0.394,0.015,1,-0.537,32.88,0.999,0.94,0.482,0.021,-0.5,24.868,-0.097,5,5,2.83,2.6,2.67,1.25,1.5,1.9,1.84,1.75,3,3.5,3.4,1,1,43.25,46,17.09,2,2,2,2,2,1,2,1.03,5,2,120000,190.08,1.543,160.31,1.802,94.44,1.389
"2267",0,71.33,55.05,1,0.983,0.911,0.375,3,0.05,39.53,1,0.985,0.845,0.106,-0.178,36.684,0.677,7,8,3,3,3,2,1.5,3.15,3.39,3.65,3.83,4,3.6,1,1.25,45.88,43,14.29,2,2,2,2,2,1,2,0.03,3,1,10000,168.59,1.227,121.1,1.049,78.61,0.555
"2268",-1,67.77,26.79,0.199,0.012,0.004,0,1,-1.653,27.38,0.997,0.792,0.14,0.004,-0.813,16.704,-0.685,7,4,2.83,3.2,3,2,1,2.86,3.12,2.95,3.17,3,2.2,2.4,2.75,44.13,39,14.16,1,1,2,2,2,1,2,-0.38,2,1,10000,159.78,1.127,137.9,1.325,90.66,1.156
"2269",0,68.73,47.4,0.998,0.926,0.705,0.077,3,-0.261,44.92,1,0.995,0.95,0.301,0.041,30.002,0.235,7,8,4,3.4,3.33,1.75,1.5,3.85,3.56,2.67,2.83,3.25,3,1,1.75,44,41,14.89,2,2,2,2,2,1,2,-0.36,2,2,20000,200.75,1.834,170.32,2.289,104.02,2.252
"2270",-1,71.13,48.37,0.998,0.942,0.753,0.1,3,-0.217,44.13,1,0.994,0.94,0.262,0.008,36.147,0.647,6,8,3.5,3,4,2,2,3.35,3.95,4.19,3.33,3.5,3.6,1.2,2,46,47.5,15.78,2,2,2,2,2,1,2,1.59,5,2,2e+05,204.19,1.993,169.59,2.229,103.1,2.137
"2271",0,73.57,40.1,0.979,0.622,0.263,0.007,3,-0.671,38.51,1,0.982,0.812,0.087,-0.219,28.663,0.151,3,8,3.67,3.2,4,1.5,2,3.35,3.66,3.23,4,3.75,3.8,1,1,46.75,53,17.05,2,2,2,2,2,1,2,0.4,4,2,75000,172.17,1.271,164.73,1.95,91.29,1.188
"2272",0,70.73,28.06,0.314,0.022,0.006,0,1,-1.552,33.48,0.999,0.948,0.523,0.025,-0.484,19.198,-0.493,2,6,2.67,2.8,4,2,1,2.16,2.23,2.67,3,2.5,2.8,2,1.5,43.5,47,18.02,2,2,2,2,2,1,2,0.52,4,2,98000,147.17,0.999,151.69,1.588,86.39,0.92
"2273",-1,69.33,27.28,0.239,0.015,0.004,0,2,-1.609,20.61,0.962,0.275,0.01,0,-1.315,24.484,-0.124,8,6,3,2.6,3,1.75,3,2.28,3.01,2.95,2.33,2.75,2.8,3.4,2,46.5,48.5,15.68,2,2,2,2,2,1,2,-0.4,2,2,70000,162.9,1.164,131.77,1.22,92.63,1.275
"2274",0,68.53,47.23,0.997,0.923,0.692,0.075,2,-0.255,39.87,1,0.986,0.858,0.117,-0.178,29.326,0.192,7,8,2.83,2.4,3.67,1.25,2,4.32,3.82,3.92,3.83,3,3.4,1.8,1,44.38,44,15.62,2,2,2,2,2,1,2,-0.1,3,2,30000,200.75,1.829,160.23,1.8,96.94,1.563
"2275",0,65.9,35.15,0.886,0.237,0.069,0.001,3,-1.003,26.99,0.996,0.771,0.124,0.003,-0.841,21.481,-0.328,7,5,3.5,2.8,3.67,1.25,1.5,3.94,5,4.92,3.83,3.75,4,1.4,1,47.25,54,17.16,2,2,2,2,2,1,2,1.9,5,2,150000,198.41,1.752,161.82,1.848,90.76,1.161
"2276",-1,70.63,34.95,0.879,0.228,0.065,0.001,2,-1.019,55.51,1,0.999,0.993,0.76,0.414,37.055,0.712,8,5,2.17,3.4,3.67,1.5,1.5,3.15,1.99,2.26,3.5,3.25,3,1.8,1,46,47.5,15.61,2,2,2,2,2,1,2,0.76,5,2,125000,202.39,1.905,168.67,2.157,102.01,2.009
"2277",-1,69.43,40.33,0.981,0.644,0.275,0.007,3,-0.649,32.23,0.999,0.932,0.434,0.018,-0.523,27.697,0.089,7,5,3,3.4,4,1,1,3.15,3.12,3.65,3.17,3.5,3.2,1.4,1.25,47.05,53,16.53,2,2,2,2,2,1,2,-0.43,2,2,40000,197.55,1.726,162.12,1.858,103.94,2.247
"2278",-1,71,32.17,0.713,0.097,0.027,0,2,-1.254,30.57,0.999,0.9,0.319,0.011,-0.609,24.859,-0.098,7,8,4,3.6,4,1,1.5,2.86,3.44,2.95,4,4,4,1,1.25,46.25,45,14.95,2,2,2,2,2,1,2,0.4,4,2,42000,162.26,1.155,153.27,1.624,94.74,1.406
"2279",-1,69.27,49.81,0.999,0.956,0.795,0.138,3,-0.164,45.43,1,0.995,0.957,0.327,0.06,22.447,-0.259,4,8,2.83,3,3.67,1.75,2,2.48,2.56,2.46,2.83,3,3.2,2,2.75,43.5,43,15.98,2,2,2,2,2,1,2,-0.61,2,2,12000,201.29,1.855,156.9,1.709,105.86,2.536
"2280",0,60.2,37.89,0.955,0.446,0.154,0.003,3,-0.815,25.4,0.994,0.676,0.073,0.002,-0.949,21.191,-0.348,6,5,3.33,2.8,4,1.5,2,3.35,3.33,3.98,3.33,2.25,2.8,2.2,2.25,43,44.5,16.92,1,2,2,2,2,2,2,0.82,5,2,50000,168.82,1.23,131.04,1.206,78.74,0.56
"2281",-1,65.17,33.12,0.783,0.132,0.037,0,1,-1.146,28,0.997,0.818,0.169,0.005,-0.778,32.179,0.377,5,8,2.5,3.2,3,1.5,1,2.58,3.01,3.44,2.33,2,2.4,2,1.5,44.5,48.5,17.04,2,2,2,2,2,1,2,-0.36,2,2,20000,196.21,1.688,142.78,1.412,102.87,2.108
"2282",0,71.9,33.26,0.792,0.138,0.038,0,2,-1.144,21.6,0.974,0.358,0.016,0,-1.233,18.436,-0.551,8,8,3,3,3.33,1.75,3,2.16,2.34,1.95,2.33,3,2.8,1.8,2.25,42.73,42.5,16.35,2,2,2,2,2,1,2,0.83,5,2,225000,144.5,0.973,112.7,0.922,65.95,0.033
"2283",-1,63,30.88,0.595,0.063,0.017,0,1,-1.303,20.5,0.96,0.264,0.009,0,-1.331,15.221,-0.814,6,8,3.33,2.6,3.33,1.25,2,2.42,1.88,2.67,3,3,2.4,1.2,1,44.38,38.25,13.56,2,2,2,2,2,1,2,0.77,5,2,60000,168.09,1.222,145.07,1.455,82.15,0.714
"2284",0,69.77,50.34,0.999,0.961,0.811,0.149,3,-0.116,62.5,1,1,0.998,0.905,0.603,36.087,0.646,6,8,3.83,3.4,4,1.25,2,3.15,2.79,4.19,4,4,4,1,1.75,44.5,44,15.62,2,2,2,2,2,1,2,1.36,5,2,90000,202.81,1.925,162.34,1.866,97.33,1.592
"2285",0,68.53,27.41,0.251,0.016,0.005,0,0,-1.6,23.82,0.989,0.55,0.04,0.001,-1.06,15.535,-0.79,6,6,3.5,3.2,4,1.25,1.5,1.9,1.86,2,1.5,2.5,2.25,2.8,2.5,46,53.5,17.75,1,1,2,2,2,2,2,-0.27,3,2,21000,168.77,1.23,142.62,1.41,72.45,0.298
"2286",-1,69.97,33.07,0.779,0.131,0.036,0,3,-1.146,26.91,0.996,0.767,0.121,0.003,-0.845,25.498,-0.054,6,6,3.83,3,4,1.75,1.5,2.58,2.08,2.95,3.67,3,3.6,1,1.25,46,38.5,13.29,2,2,2,2,2,1,2,-0.19,3,2,45000,172.71,1.277,143.71,1.431,76.85,0.48
"2287",-1,60.87,34.32,0.851,0.19,0.054,0.001,0,-1.064,23.44,0.987,0.52,0.034,0.001,-1.088,15.209,-0.812,7,3,3.67,2.8,3,1.25,1.5,2.58,2.45,2.46,2.67,3,3.2,1.8,1,39.5,35,16.36,2,2,1,2,2,1,2,0.19,4,2,68000,191.77,1.58,140.18,1.364,85.79,0.892
"2288",-1,73.8,34.94,0.877,0.226,0.065,0.001,2,-1.034,25.35,0.993,0.671,0.071,0.002,-0.952,27.801,0.095,5,5,2.5,3,4,1.25,3,2.77,3.01,3.44,2.5,2.75,2.8,2,1.25,48,54,16.63,2,2,2,2,2,1,2,-0.4,2,2,50000,179.96,1.376,161.55,1.842,68,0.111
"2289",0,65.67,24.06,0.039,0.002,0.001,0,0,-1.973,19.6,0.942,0.201,0.006,0,-1.405,11.887,-1.139,4,6,3.5,2.2,4,1.75,2,2.54,2.93,2,2,1.75,1.8,2.8,2.25,44.5,43,15.35,2,2,2,2,2,1,2,0.09,4,2,45000,160.08,1.13,147.38,1.5,83.82,0.797
"2290",0,68.17,35.65,0.904,0.272,0.081,0.001,3,-0.971,25.51,0.994,0.684,0.077,0.002,-0.939,22.127,-0.281,8,4,3.33,2.4,3.33,1.25,1.5,2.38,2.25,2.95,2.33,3,2.8,1.8,1,43,39.5,14.88,2,2,2,2,2,1,2,0.16,4,2,52000,174.23,1.297,137.55,1.318,78.61,0.546
"2291",0,60.57,25.23,0.091,0.005,0.002,0,1,-1.817,21.6,0.974,0.357,0.017,0,-1.232,25.048,-0.085,5,8,2.67,2.8,3,1.25,1,2.48,1.99,2,2.83,3.5,2.6,1.25,1.33,43.25,49.5,18.5,1,2,2,2,2,1,2,-0.38,2,2,30000,147.46,1.002,119.11,1.017,85.13,0.858
"2292",0,64.6,29.99,0.511,0.046,0.013,0,3,-1.41,24.78,0.992,0.63,0.058,0.002,-0.986,21.263,-0.345,6,4,2.17,2.6,2.67,1.25,1.5,1.9,1.84,2.46,3.5,3.25,3.2,2.4,1,42.25,44,17.13,2,2,2,2,2,1,2,0.99,5,2,75000,140.37,0.938,132.04,1.224,77.26,0.498
"2293",-1,72.2,45.12,0.996,0.878,0.586,0.04,3,-0.381,37.29,1,0.977,0.753,0.065,-0.272,37.554,0.75,5,8,3.5,3,4,1.75,2,2.42,3.44,3.65,3.5,3.5,2.8,1,1.5,46,44,14.62,2,2,2,2,2,1,2,0.75,5,2,35000,164.23,1.178,161.08,1.826,69.93,0.191
"2294",-1,71.77,33.84,0.826,0.165,0.046,0.001,3,-1.094,29.33,0.998,0.866,0.24,0.007,-0.701,32.436,0.398,6,8,3.67,3.2,4,1.25,2,3.4,3.85,3.98,3.5,4,3.4,1.2,1.5,46.25,56.5,18.62,2,2,2,2,2,1,2,1.18,5,2,3e+05,198.3,1.747,170.75,2.322,102.14,2.028
"2295",-1,72.9,31.69,0.671,0.084,0.023,0,3,-1.28,28.66,0.998,0.845,0.2,0.006,-0.737,24.852,-0.098,6,3,2.67,2.8,3.33,1.25,2,2.28,2.07,1.02,2.83,2.25,2.2,1.8,1.75,46.63,66.5,21.17,2,2,2,2,2,1,2,-0.22,3,2,45000,202.68,1.914,136.08,1.293,89.91,1.115
"2296",0,70.83,54.11,0.999,0.98,0.895,0.303,2,-0.001,52.79,1,0.999,0.991,0.692,0.316,18.556,-0.54,9,7,3,2.4,3.67,2,2.5,2.77,2.15,2.89,4,3.25,3,1,1,46.75,63.5,20.46,2,2,2,1,2,2,2,-0.73,1,1,3500,190.01,1.544,163.42,1.905,94.81,1.411
"2297",0,65.27,42.65,0.991,0.784,0.431,0.018,3,-0.518,36.58,1,0.973,0.719,0.055,-0.299,27.24,0.058,6,8,3.33,3.4,3.33,2,1.5,3.02,3.41,3.23,2.33,2,2,2.6,1.75,45.63,44,14.77,2,2,2,1,2,1,2,-0.17,3,2,58000,197.51,1.724,149.08,1.535,98.13,1.654
"2298",0,65.77,32.09,0.708,0.095,0.026,0,0,-1.221,23.54,0.988,0.525,0.036,0.001,-1.081,12.191,-1.107,9,5,2.5,2.6,2.33,1.25,1.5,3.05,1.86,2.46,4,3.5,3.5,1,1.25,44.5,46.75,16.44,2,2,2,2,2,1,2,-0.53,2,1,6140,168.92,1.231,107.17,0.844,86.47,0.924
"2299",-1,73.97,63.89,1,0.996,0.97,0.759,3,0.291,45.76,1,0.996,0.96,0.336,0.066,32.14,0.38,6,6,3.33,2.6,3.67,2.5,2,2.86,2.56,1.75,2.17,2.75,2.2,2,1.5,45,43,14.93,2,2,1,2,2,2,2,2.25,5,2,1e+05,196.45,1.693,172.2,2.545,100.53,1.865
"2300",-1,66.97,35.54,0.9,0.264,0.078,0.001,1,-0.979,25.1,0.993,0.654,0.065,0.002,-0.965,28.256,0.123,6,5,2.83,2.8,3.33,1.5,2,2.58,2.93,2.26,2.67,3.25,3.4,2.2,1.25,41.38,37.5,15.31,2,2,2,2,2,1,2,-0.56,2,2,65000,169.74,1.242,117.47,0.994,85.13,0.86
"2301",0,72.73,50.12,0.999,0.959,0.805,0.144,3,-0.139,48.45,1,0.997,0.976,0.473,0.174,36.391,0.664,8,8,3.83,3.2,4,1.25,1.5,3.58,4.09,4.63,4,4,4,1.2,1,46.25,49.5,16.18,2,2,2,2,2,1,2,0.63,5,2,70000,204.62,2.014,170.77,2.339,105.27,2.447
"2302",0,62.3,35.21,0.889,0.242,0.071,0.001,3,-1.003,23.31,0.986,0.51,0.033,0.001,-1.099,24.244,-0.139,7,8,2.83,3.2,2.67,1.5,1.5,2.28,1.99,2.67,2.5,2.75,2.8,2.2,2,45.13,49,17.11,2,2,2,2,2,1,2,0.7,5,2,2e+05,198.88,1.767,160.24,1.8,90.55,1.147
"2303",-1,71.93,27.65,0.273,0.018,0.005,0,1,-1.582,20.95,0.967,0.3,0.012,0,-1.287,18.923,-0.515,6,4,4,3.2,4,1,1,2.86,3.01,2.95,2.83,2.75,2.6,2,1,49,74.25,20.86,2,1,2,2,2,2,2,0.74,5,2,75000,171.06,1.258,152.79,1.615,87.55,0.983
"2304",0,69.13,28.78,0.384,0.029,0.008,0,1,-1.494,21.75,0.976,0.37,0.017,0,-1.223,19.715,-0.455,6,8,3.67,2.6,4,1.25,1.5,2.04,2.67,2.46,3,3,3,1.8,2,45,43,15.02,2,2,2,2,2,1,2,-0.23,3,2,19000,158.13,1.11,104.05,0.803,82.88,0.751
"2305",-1,68.97,23.66,0.029,0.002,0.001,0,1,-2.048,19.02,0.925,0.163,0.004,0,-1.456,15.788,-0.763,2,0,2.83,2.6,3.33,1.75,1.5,1.72,1.72,2,2.67,3,2.8,2,2.25,44,46.5,16.89,2,2,2,2,2,1,2,-1.42,1,1,1600,122.74,0.765,114.68,0.949,69.86,0.188
"2306",0,64.53,37.96,0.956,0.452,0.156,0.003,2,-0.812,29.93,0.998,0.884,0.277,0.009,-0.648,31.001,0.304,4,8,3.67,3,4,1.5,1.5,2.77,2.79,2.95,3,3.25,3,1,1.75,44.75,44,15.45,2,2,2,2,2,1,2,0.53,4,2,85000,205.05,2.035,154.77,1.658,103.72,2.216
"2307",0,62.97,36.22,0.921,0.311,0.095,0.001,3,-0.931,18.35,0.902,0.127,0.003,0,-1.521,24.724,-0.108,6,6,3,2.2,3.33,1.75,2,2.16,1.6,2,2.17,3,3,1.6,1.25,45.5,46.5,15.79,2,2,2,2,2,1,2,0.15,4,2,80000,188.53,1.515,139.58,1.353,99.95,1.81
"2308",-1,67.3,34.11,0.84,0.18,0.05,0.001,3,-1.081,19.24,0.933,0.179,0.005,0,-1.44,24.259,-0.139,3,3,2.67,2.8,3.67,1,2,3.05,3.31,3.01,2.83,3.5,3.6,1,1.75,46,44.5,14.79,2,2,2,2,2,1,2,0.09,4,2,40000,195.02,1.655,143.18,1.42,94.32,1.381
"2309",0,63.33,32.08,0.706,0.096,0.026,0,2,-1.222,23.14,0.986,0.495,0.03,0.001,-1.109,24.164,-0.144,5,8,2.83,3,3,1.25,1,2.77,2.9,2.46,3.5,4,4,1,1.25,45.38,48,16.3,2,2,2,2,2,1,2,0.23,4,2,58000,168.84,1.232,155.89,1.683,80.82,0.653
"2310",-1,73.67,35.87,0.912,0.288,0.086,0.001,0,-0.955,27.21,0.996,0.781,0.132,0.004,-0.827,21.223,-0.346,4,5,2.83,1.8,4,1.75,3,2.38,1.07,2.46,2.33,2,2,2,1,44.25,50.75,18.52,2,2,2,2,2,1,2,0.16,4,2,45000,182.73,1.417,144.52,1.445,98.36,1.673
"2311",-1,64.87,25.58,0.112,0.007,0.002,0,0,-1.768,12.25,0.132,0.003,0,0,-2.356,13.771,-0.95,8,6,3.5,2.8,3.67,1.5,2,1.72,1.99,1.75,3.5,3.5,3,1.2,1,43,42.75,16.16,2,2,2,2,2,1,2,-0.53,2,1,15000,140.73,0.933,117.48,0.994,78.07,0.529
"2312",0,70.57,32.28,0.722,0.1,0.028,0,2,-1.209,24.09,0.99,0.571,0.045,0.001,-1.037,18.57,-0.541,7,7,4,3.2,3,1.25,1.5,2.86,2.45,3.23,3.33,3,2.4,1.2,1.25,48.25,52.5,16.17,2,2,2,2,2,1,2,0.32,4,2,65000,174.75,1.305,134.2,1.262,72.1,0.28
"2313",-1,79,28.29,0.335,0.024,0.007,0,1,-1.527,18,0.884,0.114,0.003,0,-1.56,22.748,-0.24,6,8,3.17,2,2.67,2.5,2.5,2.34,2.45,2.67,2.5,3,3,2.8,2.25,47,49.5,15.84,2,2,2,1,2,2,2,-0.33,2,1,2000,138.41,0.917,125.33,1.115,77.58,0.511
"2314",-1,67.77,31.09,0.619,0.068,0.018,0,1,-1.318,23.38,0.987,0.513,0.034,0.001,-1.094,25.8,-0.035,1,8,2.83,3,4,1.5,2.5,1.9,1.55,1.31,2,2.5,2.2,2.2,1.5,43.5,39.75,14.6,2,2,2,2,2,1,2,0.63,5,2,55000,149.51,1.022,122.65,1.073,81.05,0.668
"2315",-1,72.23,26.24,0.156,0.009,0.003,0,2,-1.705,18.82,0.919,0.152,0.004,0,-1.477,29.347,0.195,6,8,3.17,2.2,3,1,2.5,2.04,2.11,1.75,1.83,2,2,2.4,2,49.25,78.5,22.23,2,2,2,2,2,1,2,-0.46,2,2,35000,189.86,1.542,157.47,1.725,80.76,0.652
"2316",-1,64.97,34.76,0.871,0.215,0.062,0.001,3,-1.022,25.68,0.994,0.694,0.08,0.002,-0.927,28.846,0.164,5,7,3.67,3,3.33,1.25,2.5,2.96,3.23,3.44,2.83,2.25,2.5,2,1,48.5,57.5,17.01,1,2,2,2,2,2,2,0.53,4,2,65000,206.08,2.119,158.08,1.74,99.45,1.766
"2317",0,70.17,76.98,1,0.999,0.993,0.954,3,0.532,56.08,1,0.999,0.994,0.787,0.422,28.3,0.126,7,8,3.83,3,4,1.75,2.5,3.85,3.95,3.92,4,4,4,1,1.25,45.75,48.5,16.11,2,2,2,2,2,1,2,1.38,5,2,115000,203.04,1.933,160.18,1.799,103.2,2.151
"2318",0,72.33,44.32,0.994,0.854,0.54,0.031,3,-0.42,43.67,1,0.994,0.938,0.246,-0.023,42.179,1.094,8,8,2.67,2.4,3.5,2,2,2.67,2.56,2.95,2.83,3.25,3.2,1,2.25,42.25,39,15.36,2,2,2,2,2,1,2,1,5,2,1e+05,204.82,2.031,163.89,1.921,103.99,2.249
"2319",0,67.77,40.25,0.98,0.631,0.271,0.007,3,-0.658,36.06,1,0.97,0.689,0.048,-0.326,35.026,0.559,8,5,3,3.2,3.33,1.25,2,2.69,2.23,2.95,3.5,3.5,4,1,1.25,44,41.5,15.07,2,2,2,2,2,1,2,0.67,5,2,70000,204.79,2.026,155.57,1.677,102.6,2.07
"2320",-1,65.3,24.92,0.075,0.004,0.001,0,0,-1.854,21.82,0.976,0.375,0.017,0,-1.22,11.093,-1.239,5,6,3,3,4,2.25,1,2.21,2.34,2.95,2.83,2.75,2.4,1.4,3,46.13,44,14.54,2,2,2,2,2,1,2,0.74,5,2,160000,98.37,0.521,127.93,1.154,74.85,0.392
"2321",-1,63.07,56.05,1,0.984,0.912,0.418,0,0.045,40.49,1,0.988,0.874,0.137,-0.145,33.469,0.461,9,6,3.17,3,3.67,1.5,2.5,4.04,4.66,4.63,4,4,4,1,1.25,43,46,17.49,2,2,2,2,2,1,2,-0.02,3,2,85000,198.93,1.774,166.71,2.045,97.3,1.589
"2322",-1,67.8,36.32,0.924,0.319,0.099,0.001,3,-0.922,29.57,0.998,0.874,0.254,0.008,-0.686,31.065,0.308,8,8,3.5,3,4,1,1.5,2.58,2.56,2.46,3.17,2.75,2.6,2,2,40.5,34.5,14.79,2,2,1,2,2,1,2,-0.26,3,1,12000,145.6,0.981,139.81,1.357,77.92,0.526
"2323",0,63.2,43.52,0.993,0.824,0.486,0.024,3,-0.456,32.7,0.999,0.938,0.466,0.02,-0.473,20.126,-0.425,6,4,2.67,3.6,2.67,1.5,1.5,3.05,3.06,3.23,3,2.75,2.8,1.75,1,44,44.75,16.34,2,2,2,2,2,1,2,0.76,5,2,115000,193.19,1.611,169.28,2.201,103.2,2.154
"2324",0,68.87,30.49,0.558,0.056,0.015,0,2,-1.366,30.9,0.999,0.907,0.341,0.012,-0.574,35.618,0.613,8,8,3.5,3.4,2.67,1,2,2.16,2.67,2.46,3,2.75,3,1.8,1.25,45.5,50,16.98,2,2,2,2,2,1,2,-0.47,2,2,35000,199.69,1.796,166.83,2.048,97.82,1.634
"2325",-1,62.13,42.67,0.991,0.786,0.431,0.018,1,-0.462,30.57,0.999,0.9,0.317,0.011,-0.627,21.276,-0.346,8,8,2,3,3,1.25,1,3.12,3.06,2.95,4,4,3.6,1,1.25,43.25,36.5,13.72,1,2,2,2,2,1,2,0.13,4,2,89000,201.13,1.849,168.59,2.153,106.69,2.698
"2326",-1,63.03,30.09,0.521,0.047,0.013,0,2,-1.362,26.08,0.995,0.72,0.092,0.002,-0.897,16.271,-0.724,6,5,3.5,2.8,3.67,1.25,3,2.21,2.67,3.65,4,3.75,4,2,1.25,43.5,38.5,14.3,2,2,2,2,2,1,2,-0.41,2,2,26000,144.78,0.977,133.93,1.254,55.5,-0.378
"2327",0,66.43,26.8,0.197,0.012,0.004,0,2,-1.652,17.36,0.854,0.088,0.002,0,-1.62,11.46,-1.195,5,7,3.67,2.8,3.33,1.5,3.5,2.58,3.23,2.95,3.33,3,2.8,1,1,45,43,14.93,1,2,2,2,2,2,2,-0.28,3,2,27000,161.1,1.142,116.29,0.974,93.45,1.323
"2328",0,63.93,55.08,1,0.983,0.908,0.345,3,0.153,42.86,1,0.992,0.922,0.215,-0.044,41.063,1.044,7,8,2.67,3.6,3,2,1,3.46,3.44,3.44,3.83,3,2.8,1.2,1.75,46.25,48.25,15.81,2,2,2,2,2,1,2,2.37,5,2,210000,201.17,1.85,164.52,1.944,105.86,2.536
"2329",0,79,46.13,0.997,0.905,0.647,0.054,3,-0.308,39.74,1,0.986,0.851,0.111,-0.169,28.237,0.123,8,6,3.33,2.2,4,2,1.5,4.74,5,4.92,3.83,3.33,3.4,1.6,1,46,47,15.62,2,2,2,2,2,1,2,0.64,5,2,80000,191.99,1.584,160,1.793,87.97,1.008
"2330",-1,59.03,24.4,0.053,0.003,0.001,0,2,-1.927,12.66,0.198,0.005,0,0,-2.264,14.003,-0.925,4,8,2.33,2.8,3,1.5,1,2.42,2.79,2.46,3.17,3,3,1.6,1.75,41.5,42.5,17.55,2,1,1,2,2,1,2,-0.41,2,2,20000,141.12,0.941,98.12,0.719,74.39,0.373
"2331",-1,68.17,27.37,0.247,0.016,0.005,0,3,-1.607,24.77,0.992,0.629,0.058,0.001,-0.992,23.672,-0.175,3,4,3.17,2.6,3.33,2.5,2.5,2.38,2.23,2.26,2.83,3,3,1.2,1,46,46.75,15.37,2,2,2,2,2,1,2,-0.53,2,2,40000,144.11,0.967,113.31,0.93,67.72,0.103
"2332",0,63.9,34.59,0.861,0.206,0.058,0.001,3,-1.049,23.58,0.988,0.53,0.036,0.001,-1.077,31.266,0.319,3,8,2.83,1.8,4,2,2,2.38,2.23,2.46,3.67,2.5,2.2,1.6,1,45.75,42.5,14.28,2,2,2,2,2,1,2,1.24,5,2,60000,196.15,1.684,160.28,1.802,94.04,1.358
"2333",-1,63.13,26.03,0.142,0.008,0.003,0,3,-1.723,18.77,0.918,0.149,0.004,0,-1.489,15.511,-0.787,6,6,2.83,2.8,3.33,1,3.5,2.38,2.79,1.31,2.5,3.67,3.2,2.6,1.67,41,46,20.08,1,2,1,2,2,2,2,-0.06,3,2,30000,183.54,1.43,122.01,1.063,83.96,0.801
"2334",0,66.37,35.16,0.886,0.241,0.07,0.001,0,-1.002,21.11,0.969,0.317,0.012,0,-1.282,12.685,-1.055,9,8,3,2.8,3,1.25,2,2.04,1.86,2,3.17,3,3,1.2,1.25,43.5,46,17.09,2,2,2,2,2,1,2,-0.12,3,2,27000,159.66,1.128,116.75,0.984,81.98,0.708
"2335",-1,66.23,25.28,0.094,0.006,0.002,0,0,-1.801,21.58,0.974,0.356,0.015,0,-1.242,13.232,-0.994,3,3,2.83,2.2,2.67,2.5,2.5,2.58,2.11,2.46,2.83,2.5,2.5,3.2,2.5,49,46.5,14.05,1,2,1,2,1,2,2,-0.16,3,2,42000,158.82,1.117,131.77,1.219,68.84,0.15
"2336",0,71.67,27.24,0.234,0.015,0.004,0,2,-1.616,17.58,0.866,0.094,0.002,0,-1.595,19.991,-0.438,7,5,3.33,3,3,1.5,2,2.04,2.34,2.26,1.67,3,3,2.4,1.25,46.6,44,14.31,2,2,2,2,2,1,2,0.49,4,2,34000,184.38,1.443,148.71,1.528,81.03,0.663
"2337",-1,78.87,37.32,0.946,0.396,0.131,0.002,3,-0.859,39.23,1,0.985,0.834,0.102,-0.211,28.237,0.123,7,6,3.33,3.2,4,1,2.5,3.25,3.88,3.65,2.5,3.75,3.6,1.2,1,45.5,52,17.66,2,2,2,2,2,1,2,0.12,4,2,60000,191.11,1.566,163.18,1.895,100.14,1.825
"2338",-1,68.47,38.95,0.969,0.532,0.199,0.004,3,-0.748,42.88,1,0.992,0.924,0.215,-0.046,32.969,0.431,4,4,3.5,3.2,3,1.25,1.5,2.86,2.9,3.23,2.17,2.75,2.5,2.4,1,45.5,50.5,17.06,2,2,2,2,2,1,2,1.51,5,2,1e+05,193.94,1.629,168.01,2.116,102.14,2.026
"2339",-1,68.67,40.04,0.979,0.619,0.261,0.007,3,-0.672,28.33,0.997,0.834,0.185,0.005,-0.759,27.44,0.069,9,8,3.83,2.8,2.33,1.75,1.5,2.77,3.66,2.95,2.83,2.75,3,1.4,2,48,51.5,15.87,2,2,2,2,2,1,2,1.25,5,2,88000,204.81,2.026,156.81,1.707,92.68,1.274
"2340",-1,60,33.34,0.795,0.142,0.039,0,1,-1.129,23.44,0.987,0.518,0.034,0.001,-1.09,21.212,-0.347,7,3,3.33,3.2,4,1.5,1,2.86,3.12,3.44,4,3.5,4,1.5,1.25,42.75,42.5,16.35,2,2,2,2,2,1,2,-0.72,1,2,14000,171.22,1.261,162.37,1.869,98.81,1.712
"2341",-1,65.3,33.79,0.823,0.162,0.045,0.001,3,-1.102,23.05,0.985,0.485,0.029,0.001,-1.121,22.848,-0.232,6,8,3.33,3.2,3.67,1.5,1,1.79,1.99,2,3.17,3,3,2,1,42.25,41,16.15,2,2,2,2,2,1,2,-0.59,2,2,24000,131.8,0.857,121.18,1.049,83.65,0.787
"2342",-1,79,35.66,0.904,0.274,0.081,0.001,3,-0.974,52.36,1,0.999,0.989,0.655,0.311,35.926,0.637,6,5,3.67,2.8,3.33,2,1.5,3.15,5,4.92,3.5,3.25,3,1.2,1.5,46.5,49.75,16.1,2,2,2,2,2,1,2,1.58,5,1,160000,200.91,1.84,165.53,1.989,105.86,2.536
